"DATAFILE_AS_OF","REPORT_YEAR","REPORT_NUMBER","SUPPLEMENTAL_NUMBER","OPERATOR_ID","PARTA2NAMEOFCOMP","PARTA5COMMODITY","INTER_INTRA","STATE_NAME","PARTIPRE20UNK","PARTI192029","PARTI193039","PARTI194049","PARTI195059","PARTI196069","PARTI197079","PARTI198089","PARTI199099","PARTI200009","PARTI201019","PARTITOTAL"
41089.4680092593,2010,20110318,10372,18092,"SFPP, LP","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","ARIZONA",,,,,24.46,128.72,0.03,161.12,46.63,199.61,,560.57
41089.4680092593,2010,20110318,10372,18092,"SFPP, LP","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","CALIFORNIA",,,,,140.63,29.56,87.33,233.67,16.08,81.69,0.59,589.55
41089.4680092593,2010,20110318,10372,18092,"SFPP, LP","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","NEVADA",,0,64.95,0,0,7.98,4.62,0.94,0,0,0,78.49
41089.4680092593,2010,20110318,10372,18092,"SFPP, LP","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","NEW MEXICO",,,,,25.2,162.54,,,,163.2,,350.94
41089.4680092593,2010,20110318,10372,18092,"SFPP, LP","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","OREGON",,,,,,125.92,,,0.04,1.74,,127.7
41089.4680092593,2010,20110318,10372,18092,"SFPP, LP","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","TEXAS",,,,0,18.74,17.09,0.3,0,0,33.33,0,69.46
41089.4680092593,2010,20110318,10372,18092,"SFPP, LP","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","CALIFORNIA",,,,,167.72,552.03,14.96,280.53,46.63,9.82,0,1071.69
41089.4680092593,2010,20110318,10372,18092,"SFPP, LP","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","NEVADA",,,,,7.23,,,,,,,7.23
41089.4680092593,2010,20110318,10372,18092,"SFPP, LP","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","OREGON",,,,,,3.86,0.42,,,,,4.28
41089.4680092593,2010,20110318,10372,18092,"SFPP, LP","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",,0,0,0,0,5.64,0,0,0,0.01,0,5.65
41089.4680092593,2010,20110255,10261,18201,"SENECA RESOURCES CORP","Crude Oil","INTRASTATE","CALIFORNIA",,,,,,,8.2,,,,,8.2
41089.4680092593,2010,20110274,10282,18275,"SHELL CHEMICAL CO","Crude Oil","INTRASTATE","ALABAMA",,,,,,,,12.6,,,,12.6
41089.4680092593,2010,20110228,10231,18386,"BP OIL PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","KENTUCKY",,,,,,,,,1,,,1
41089.4680092593,2010,20110228,10231,18386,"BP OIL PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","OHIO",0,0,20,0,62,4,3,1,2,0,0,92
41089.4680092593,2010,20110228,10231,18386,"BP OIL PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","OHIO",0,0,80,81,269,91,99,7,3,2,0,632
41089.4680092593,2010,20110246,10251,18526,"SOUTHERN UNION GAS SERVICES, LTD","HVL","INTRASTATE","NEW MEXICO",,,,,,,,0.075,,7.985,,8.06
41089.4680092593,2010,20110246,10251,18526,"SOUTHERN UNION GAS SERVICES, LTD","HVL","INTRASTATE","TEXAS",,,,,,,,,25.94,,,25.94
41089.4680092593,2010,20110138,10139,18667,"PLAINS EXPLORATION & PRODUCTION COMPANY (PXP)","Crude Oil","INTERSTATE","CALIFORNIA",,,,,,,,,50.77,,,50.77
41089.4680092593,2010,20110138,10139,18667,"PLAINS EXPLORATION & PRODUCTION COMPANY (PXP)","Crude Oil","INTRASTATE","CALIFORNIA",,,,,,,7.84,,,,3.57,11.41
41089.4680092593,2010,20110017,10485,18678,"ST LOUIS PIPELINE OPERATING LLC","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","ILLINOIS",,,,,,,,2.92,,,3.45,6.37
41089.4680092593,2010,20110017,10485,18678,"ST LOUIS PIPELINE OPERATING LLC","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","MISSOURI",,,,,,,1,9,,6.25,,16.25
41089.4680092593,2010,20110440,10472,18718,"SUNOCO PIPELINE L.P.","Crude Oil","INTERSTATE","MICHIGAN",,,,,,116.34,,,1.29,,,117.63
41089.4680092593,2010,20110440,10472,18718,"SUNOCO PIPELINE L.P.","Crude Oil","INTERSTATE","OHIO",,,,,,10.75,,,,,,10.75
41089.4680092593,2010,20110440,10472,18718,"SUNOCO PIPELINE L.P.","Crude Oil","INTERSTATE","PENNSYLVANIA",,,,,6.07,7.91,,,,,,13.98
41089.4680092593,2010,20110440,10472,18718,"SUNOCO PIPELINE L.P.","Crude Oil","INTERSTATE","TEXAS",,,201.4,,188.62,,,,,21.08,,411.1
41089.4680092593,2010,20110440,10472,18718,"SUNOCO PIPELINE L.P.","Crude Oil","INTRASTATE","OKLAHOMA",237.81,43.76,47.89,18.91,20.19,58.09,42.69,0,0,0,0,469.34
41089.4680092593,2010,20110440,10472,18718,"SUNOCO PIPELINE L.P.","Crude Oil","INTRASTATE","TEXAS",100.59,897.56,404.5,41.94,37.88,0,5.31,29.18,26.73,11,0,1554.69
41089.4680092593,2010,20110406,10429,18718,"SUNOCO PIPELINE L.P.","HVL","INTERSTATE","DELAWARE",,,,,,1,,,,,,1
41089.4680092593,2010,20110406,10429,18718,"SUNOCO PIPELINE L.P.","HVL","INTERSTATE","MICHIGAN",,,41,,120,,,,,,,161
41089.4680092593,2010,20110406,10429,18718,"SUNOCO PIPELINE L.P.","HVL","INTERSTATE","NEW JERSEY",,,,,,12,,,,,,12
41089.4680092593,2010,20110406,10429,18718,"SUNOCO PIPELINE L.P.","HVL","INTERSTATE","OHIO",,,10,4,12,,,,,,,26
41089.4680092593,2010,20110406,10429,18718,"SUNOCO PIPELINE L.P.","HVL","INTERSTATE","PENNSYLVANIA",,,,,,,,,6,,,6
41089.4680092593,2010,20110441,10473,18718,"SUNOCO PIPELINE L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","DELAWARE",,,,1.13,2.26,,,,,,,3.39
41089.4680092593,2010,20110441,10473,18718,"SUNOCO PIPELINE L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","MICHIGAN",,,,,52.18,162.6,,,,,,214.78
41089.4680092593,2010,20110441,10473,18718,"SUNOCO PIPELINE L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","NEW JERSEY",,,38.16,,69.92,84.37,,,,,,192.45
41089.4680092593,2010,20110441,10473,18718,"SUNOCO PIPELINE L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","NEW YORK",,,,,162.05,,,,,,,162.05
41089.4680092593,2010,20110441,10473,18718,"SUNOCO PIPELINE L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","OHIO",,,,24.35,168.08,69.05,,,,,,261.48
41089.4680092593,2010,20110441,10473,18718,"SUNOCO PIPELINE L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","PENNSYLVANIA",,,78.33,462.59,119.65,133.98,13.65,,,,,808.2
41089.4680092593,2010,20110441,10473,18718,"SUNOCO PIPELINE L.P.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",,217.8,,243.2,,,,31.33,,,,492.33
41089.4680092593,2010,20110106,10107,18779,"SUNOCO, INC (R&M)","Crude Oil","INTERSTATE","OHIO",,,,,,,,,,,,
41089.4680092593,2010,20110143,10145,18779,"SUNOCO, INC (R&M)","HVL","INTERSTATE","DELAWARE",0,0,0,0,0,0,0,0,0.205,0,0,0.205
41089.4680092593,2010,20110143,10145,18779,"SUNOCO, INC (R&M)","HVL","INTERSTATE","PENNSYLVANIA",0,0,0,1,1.96,0,0,0,2.505,0,0,5.465
41089.4680092593,2010,20110136,10137,18779,"SUNOCO, INC (R&M)","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","DELAWARE",0,0,0,0,0,0,0,0,0.205,0,0,0.205
41089.4680092593,2010,20110136,10137,18779,"SUNOCO, INC (R&M)","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","NEW JERSEY",0,0,0,0,0.4,0,0,0,0,0,0,0.4
41089.4680092593,2010,20110136,10137,18779,"SUNOCO, INC (R&M)","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","OHIO",0,0,1.36,0,3.1,0,0,0,0,2.24,0,6.7
41089.4680092593,2010,20110136,10137,18779,"SUNOCO, INC (R&M)","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","PENNSYLVANIA",0,0,0.28,2.15,14.46,0.29,0,0,2.505,0,0,19.685
41089.4680092593,2010,20110004,10004,19102,"ENERGEN RESOURCES CORP.","CO2","INTRASTATE","TEXAS",,,,,,,,,,1.5,,1.5
41089.4680092593,2010,20110295,11031,19319,"TPC Group LLC","HVL","INTRASTATE","LOUISIANA",,,,,,,1.871,,,,,1.871
41089.4680092593,2010,20110295,11031,19319,"TPC Group LLC","HVL","INTRASTATE","TEXAS",,,,27.447,,45.945,,25.948,7.928,3.485,,110.753
41089.4680092593,2010,20110296,11030,19319,"TPC Group LLC","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","LOUISIANA",,,,,,1,,,,,,1
41089.4680092593,2010,20110296,11030,19319,"TPC Group LLC","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",,,,,13,,2,,,3,,18
41089.4680092593,2010,20110161,10163,19410,"THUMS LONG BEACH CO","Crude Oil","INTRASTATE","CALIFORNIA",,,,,,3.37,,1.6,2.08,0.27,0.05,7.37
41089.4680092593,2010,20110231,10234,19585,"TRANS MOUNTAIN PIPELINE (PUGET SOUND) LLC","Crude Oil","INTERSTATE","WASHINGTON",,,,,64,0,0,0,0,0,0,64
41089.4680092593,2010,20110107,10108,19892,"UCAR PIPELINE INCORPORATED","HVL","INTRASTATE","LOUISIANA",,,,,,43.6,0.3,1.2,,24.9,,70
41089.4680092593,2010,20110187,10189,20035,"UNOCAL PIPELINE COMPANY","Crude Oil","INTERSTATE","LOUISIANA",,,,,,34.1,,,24.7,,,58.8
41089.4680092593,2010,20110057,10058,20046,"UNION CARBIDE CHEMICALS & PLASTICS CO INC","HVL","INTRASTATE","WEST VIRGINIA",,,,,,,6.5,,,,,6.5
41089.4680092593,2010,20110407,10704,20160,"PL Midstream LLC","HVL","INTRASTATE","LOUISIANA",,,,,,314.93,,,35.33,83.79,,434.05
41089.4680092593,2010,20110407,10704,20160,"PL Midstream LLC","HVL","INTRASTATE","TEXAS",,,,,,,,,27.8,,,27.8
41089.4680092593,2010,20110248,10253,20202,"ULTRAMAR INC","Crude Oil","INTRASTATE","CALIFORNIA",0.89,,,,,,0.35,2.19,,,,3.43
41089.4680092593,2010,20110268,10274,20202,"ULTRAMAR INC","HVL","INTRASTATE","CALIFORNIA",,,,,,,,3.64,,,,3.64
41089.4680092593,2010,20110253,10259,20202,"ULTRAMAR INC","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","CALIFORNIA",4.28,,,,,,3.75,9.76,1.28,,,19.07
41089.4680092593,2010,20110049,10049,21359,"SASOL NORTH AMERICA","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","LOUISIANA",,,,,,,,9,3,2,3,17
41089.4680092593,2010,20110103,10104,22430,"WEST SHORE PIPELINE CO","Crude Oil","INTERSTATE","ILLINOIS",,,,,,3.559,0.023,,,,,3.582
41089.4680092593,2010,20110102,10103,22430,"WEST SHORE PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","ILLINOIS",,,,,,138.613,236.091,37.056,2.956,2.622,0.226,417.564
41089.4680092593,2010,20110102,10103,22430,"WEST SHORE PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","INDIANA",,,,,,4.687,12.928,0.46,,0.163,0.002,18.24
41089.4680092593,2010,20110102,10103,22430,"WEST SHORE PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","WISCONSIN",,,,,,40.796,180.626,0.437,0.912,0.385,,223.156
41089.4680092593,2010,20110351,10363,22442,"WEST TEXAS GULF PIPELINE CO","Crude Oil","INTERSTATE","TEXAS",0,0,0,0,582,0,0,0,0,0,0,582
41089.4680092593,2010,20110400,10423,22610,"Magellan Pipeline Company, L.P.","Crude Oil","INTERSTATE","OKLAHOMA",3.5,0,0,12,0,2.5,57,0,0,2,0,77
41089.4680092593,2010,20110400,10423,22610,"Magellan Pipeline Company, L.P.","Crude Oil","INTERSTATE","TEXAS",,,,,38.5,,0.5,,,,,39
41089.4680092593,2010,20110401,10424,22610,"Magellan Pipeline Company, L.P.","HVL","INTERSTATE","ILLINOIS",,,,33,63,,,,,0.5,,96.5
41089.4680092593,2010,20110401,10424,22610,"Magellan Pipeline Company, L.P.","HVL","INTERSTATE","IOWA",,,169,,78,112,,,,2,,361
41089.4680092593,2010,20110401,10424,22610,"Magellan Pipeline Company, L.P.","HVL","INTERSTATE","KANSAS",,,,,3,0.1,0.5,0.1,,0.3,,4
41089.4680092593,2010,20110401,10424,22610,"Magellan Pipeline Company, L.P.","HVL","INTERSTATE","MINNESOTA",,,,,,,,,0.5,,,0.5
41089.4680092593,2010,20110401,10424,22610,"Magellan Pipeline Company, L.P.","HVL","INTERSTATE","MISSOURI",,,,,108.8,,,0.2,,17,,126
41089.4680092593,2010,20110402,11503,22610,"Magellan Pipeline Company, L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","ARKANSAS",,,,,2.5,,,,,,,2.5
41089.4680092593,2010,20110402,11503,22610,"Magellan Pipeline Company, L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","COLORADO",,,,,,,161,,18,,,179
41089.4680092593,2010,20110402,11503,22610,"Magellan Pipeline Company, L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","ILLINOIS",,,129,,134.5,,,,,0.5,,264
41089.4680092593,2010,20110402,11503,22610,"Magellan Pipeline Company, L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","IOWA",,,25,,496,247,84,1,0.5,1.5,,855
41089.4680092593,2010,20110402,11503,22610,"Magellan Pipeline Company, L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","KANSAS",10.5,37.5,65.5,292.5,620,297.5,566.5,0.5,57,44.5,0,1992
41089.4680092593,2010,20110402,11503,22610,"Magellan Pipeline Company, L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","MINNESOTA",10,,1.5,371,564.5,87,,10,,3.5,,1047.5
41089.4680092593,2010,20110402,11503,22610,"Magellan Pipeline Company, L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","MISSOURI",,159.5,,,109,189.5,62,,1.5,1,,522.5
41089.4680092593,2010,20110402,11503,22610,"Magellan Pipeline Company, L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","NEBRASKA",,,10,66.5,284,3.5,3.5,,0.5,3,,371
41089.4680092593,2010,20110402,11503,22610,"Magellan Pipeline Company, L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","NORTH DAKOTA",,,,81,6,,,,,,,87
41089.4680092593,2010,20110402,11503,22610,"Magellan Pipeline Company, L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","OKLAHOMA",6.5,78,54.5,35,680.5,70,48.5,7.5,98.5,31.5,,1110.5
41089.4680092593,2010,20110402,11503,22610,"Magellan Pipeline Company, L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","SOUTH DAKOTA",,,,65,21.5,,,,0.5,1,,88
41089.4680092593,2010,20110402,11503,22610,"Magellan Pipeline Company, L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","TEXAS",108,,7.5,608,751,100,,0.5,295.5,161,,2031.5
41089.4680092593,2010,20110402,11503,22610,"Magellan Pipeline Company, L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","WISCONSIN",,,,,92,78,,,2,,,172
41089.4680092593,2010,20110402,11503,22610,"Magellan Pipeline Company, L.P.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",,,,,,,,,28,1.5,,29.5
41089.4680092593,2010,20110279,10288,22830,"WOLVERINE PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","ILLINOIS",0,0,0,0,0,34.78,36.36,0,0,0,0,71.14
41089.4680092593,2010,20110279,10288,22830,"WOLVERINE PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","INDIANA",0,0,0,0,128.17,14.65,19.49,0,0,0,1.32,163.63
41089.4680092593,2010,20110279,10288,22830,"WOLVERINE PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","MICHIGAN",0,0,83.35,9.84,231.02,98.92,169.15,79.34,0,32.75,0,704.37
41089.4680092593,2010,20110279,10288,22830,"WOLVERINE PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","ILLINOIS",0,0,0,0,0,0,21.62,0,0,0,0,21.62
41089.4680092593,2010,20110087,10088,22855,"KOCH PIPELINE COMPANY, L.P.","Crude Oil","INTERSTATE","ILLINOIS",0,0,0,0,0,0,0,4.75,0,0.39,0,5.14
41089.4680092593,2010,20110087,10088,22855,"KOCH PIPELINE COMPANY, L.P.","Crude Oil","INTERSTATE","IOWA",0,0,0,0,0,0,25.34,192,0,0,0,217.34
41089.4680092593,2010,20110087,10088,22855,"KOCH PIPELINE COMPANY, L.P.","Crude Oil","INTERSTATE","MINNESOTA",0,0,0,0,257.5,0,210.8,310.5,0,304.53,0,1083.33
41089.4680092593,2010,20110087,10088,22855,"KOCH PIPELINE COMPANY, L.P.","Crude Oil","INTERSTATE","MISSOURI",0,0,0,0,0,0,0,236.24,13.63,0,0,249.87
41089.4680092593,2010,20110087,10088,22855,"KOCH PIPELINE COMPANY, L.P.","Crude Oil","INTRASTATE","TEXAS",0,0,17,141.14,57.82,0,28.45,209.31,63.11,11.41,0,528.24
41089.4680092593,2010,20110121,10122,22855,"KOCH PIPELINE COMPANY, L.P.","Fuel Grade Ethanol (dedicated system)","INTRASTATE","TEXAS",0,0,0,0,0,0,0,0,0,1.04,0,1.04
41089.4680092593,2010,20110089,10090,22855,"KOCH PIPELINE COMPANY, L.P.","HVL","INTERSTATE","MINNESOTA",0,0,0,0,0,16.45,0,0,0,0,0,16.45
41089.4680092593,2010,20110089,10090,22855,"KOCH PIPELINE COMPANY, L.P.","HVL","INTERSTATE","WISCONSIN",0,0,0,0,0,153.98,0,0,0,0,0,153.98
41089.4680092593,2010,20110089,10090,22855,"KOCH PIPELINE COMPANY, L.P.","HVL","INTRASTATE","TEXAS",0,0,0,1.98,5.41,10.22,111.48,318.76,31.9,4.54,0,484.29
41089.4680092593,2010,20110088,10089,22855,"KOCH PIPELINE COMPANY, L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","MINNESOTA",,,,,,,,16,,,,16
41089.4680092593,2010,20110088,10089,22855,"KOCH PIPELINE COMPANY, L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","WISCONSIN",0,0,0,0,0,0,0,351.16,11.7,,,362.86
41089.4680092593,2010,20110088,10089,22855,"KOCH PIPELINE COMPANY, L.P.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","MINNESOTA",,,,,,,,12.91,,,,12.91
41089.4680092593,2010,20110088,10089,22855,"KOCH PIPELINE COMPANY, L.P.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",0,0,6.14,3.53,20.08,9.93,0,484.61,344.71,2.51,0.5,872.01
41089.4680092593,2010,20110387,10412,25146,"EQUISTAR CHEMICALS, L.P.","HVL","INTRASTATE","LOUISIANA",0,0,0,0,0,0,26.46,0,0,0,0,26.46
41089.4680092593,2010,20110387,10412,25146,"EQUISTAR CHEMICALS, L.P.","HVL","INTRASTATE","TEXAS",,,,,49.91,77.04,659.72,136.07,203.58,2.56,,1128.88
41089.4680092593,2010,20110385,10413,25146,"EQUISTAR CHEMICALS, L.P.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",,,,,49.81,10.56,116.84,25.43,62.54,,,265.18
41089.4680092593,2010,20110372,10507,26026,"MARKWEST ENERGY APPALACHIA, LLC","HVL","INTERSTATE","KENTUCKY",0,0,0,0,37.5,0,0,0,0,0,0,37.5
41089.4680092593,2010,20110372,10507,26026,"MARKWEST ENERGY APPALACHIA, LLC","HVL","INTERSTATE","WEST VIRGINIA",0,0,0,0,0,0,40,0,0,0,0,40
41089.4680092593,2010,20110020,10020,26039,"FLORIDA POWER & LIGHT CO","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","FLORIDA",,0,0,0,0,0,0,51.835,0,0,0,51.835
41089.4680092593,2010,20110317,10379,26041,"KINDER MORGAN LIQUID TERMINALS, LLC","Crude Oil","INTRASTATE","CALIFORNIA",,,,,,,,0.04,0.68,0.01,,0.73
41089.4680092593,2010,20110047,10287,26041,"KINDER MORGAN LIQUID TERMINALS, LLC","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","ILLINOIS",,,,,7,,,,,2.3,,9.3
41089.4680092593,2010,20110047,10287,26041,"KINDER MORGAN LIQUID TERMINALS, LLC","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","NEW JERSEY",,,,,3,,1,2,,2,,8
41089.4680092593,2010,20110047,10287,26041,"KINDER MORGAN LIQUID TERMINALS, LLC","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","CALIFORNIA",13.8,,,1.61,3.8,,1.71,1.19,7.33,0.26,,29.7
41089.4680092593,2010,20110047,10287,26041,"KINDER MORGAN LIQUID TERMINALS, LLC","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","LOUISIANA",,,,,,,,,10.5,,,10.5
41089.4680092593,2010,20110047,10287,26041,"KINDER MORGAN LIQUID TERMINALS, LLC","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",,,,,,,6.76,6.64,3.51,7.82,0,24.73
41089.4680092593,2010,20110230,10233,26045,"TESORO HAWAII CORPORATION","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","HAWAII",0,0,0,0,0,1.1,22.8,0,0,0,0,23.9
41089.4680092593,2010,20110104,10105,26048,"HUNT REFINING CO","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","ALABAMA",0,0,0,0,0,0,0,24,0,24,0,48
41089.4680092593,2010,20110140,10141,26049,"COUNTRYMARK COOPERATIVE, LLP","Crude Oil","INTERSTATE","ILLINOIS",,0,0,0,50,0,0,0,19.3,51.3,5.3,125.9
41089.4680092593,2010,20110140,10141,26049,"COUNTRYMARK COOPERATIVE, LLP","Crude Oil","INTERSTATE","INDIANA",,0,0,0,16,0,0,0,13.8,0,0,29.8
41089.4680092593,2010,20110140,10141,26049,"COUNTRYMARK COOPERATIVE, LLP","Crude Oil","INTERSTATE","KENTUCKY",,0,0,0,0,0,0,0,0.6,0,0,0.6
41089.4680092593,2010,20110140,10141,26049,"COUNTRYMARK COOPERATIVE, LLP","Crude Oil","INTRASTATE","INDIANA",,0,0,0,0,29.1,10.4,0,0,0,0,39.5
41089.4680092593,2010,20110141,10143,26049,"COUNTRYMARK COOPERATIVE, LLP","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","INDIANA",,0,0,0,228,0,0,18,0,0,0,246
41089.4680092593,2010,20110133,10498,26054,"KEY WEST PIPELINE COMPANY","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","FLORIDA",0,0,0,0,0,6,0,0,1,0,0,7
41089.4680092593,2010,20110383,10402,26065,"NATIONAL COOP REFINERY ASSCO","HVL","INTRASTATE","KANSAS",0,0,0,0,12.8,0,0,0,0,0,0,12.8
41089.4680092593,2010,20110382,10401,26065,"NATIONAL COOP REFINERY ASSCO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","IOWA",,,,15.9,,,,,,,,15.9
41089.4680092593,2010,20110382,10401,26065,"NATIONAL COOP REFINERY ASSCO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","KANSAS",0,0,0,138.4,0,0,0,0,0,0,0,138.4
41089.4680092593,2010,20110382,10401,26065,"NATIONAL COOP REFINERY ASSCO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","NEBRASKA",0,0,0,78.9,0,0,0,0,0,0,0,78.9
41089.4680092593,2010,20110382,10401,26065,"NATIONAL COOP REFINERY ASSCO","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","KANSAS",0,0,0,0,0,7,0,0,0,13.7,0,20.7
41089.4680092593,2010,20110415,10715,26085,"PLAINS MARKETING, L.P.","Crude Oil","INTERSTATE","ALABAMA",,,,,,,0.71,,,0.02,,0.73
41089.4680092593,2010,20110415,10715,26085,"PLAINS MARKETING, L.P.","Crude Oil","INTRASTATE","ALABAMA",0.4,,,,,,4.97,,,,,5.37
41089.4680092593,2010,20110415,10715,26085,"PLAINS MARKETING, L.P.","Crude Oil","INTRASTATE","CALIFORNIA",23.53,,,9.94,15.31,30.95,9.56,72.57,31.19,0.16,,193.21
41089.4680092593,2010,20110415,10715,26085,"PLAINS MARKETING, L.P.","Crude Oil","INTRASTATE","LOUISIANA",,,,3.93,,6.14,3.36,,,2.96,,16.39
41089.4680092593,2010,20110415,10715,26085,"PLAINS MARKETING, L.P.","Crude Oil","INTRASTATE","MISSISSIPPI",,,,6.24,,7.55,3.3,,6.01,,,23.1
41089.4680092593,2010,20110415,10715,26085,"PLAINS MARKETING, L.P.","Crude Oil","INTRASTATE","NEW MEXICO",,,,,,,,,16.8,,,16.8
41089.4680092593,2010,20110415,10715,26085,"PLAINS MARKETING, L.P.","Crude Oil","INTRASTATE","TEXAS",4.18,12.34,7.63,15.16,5.35,,18.84,3.42,43.08,27.92,,137.92
41089.4680092593,2010,20110331,10713,26085,"PLAINS MARKETING, L.P.","HVL","INTRASTATE","ARIZONA",,,,,,,3.87,,,,,3.87
41089.4680092593,2010,20110331,10713,26085,"PLAINS MARKETING, L.P.","HVL","INTRASTATE","OKLAHOMA",,,,,110.27,,21.08,0.09,2.74,,,134.18
41089.4680092593,2010,20110331,10713,26085,"PLAINS MARKETING, L.P.","HVL","INTRASTATE","SOUTH CAROLINA",,,,,,,62.66,,,,,62.66
41089.4680092593,2010,20110332,10714,26085,"PLAINS MARKETING, L.P.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","CALIFORNIA",,,,,,,3.78,,2.49,,,6.27
41089.4680092593,2010,20110118,10119,26086,"SEADRIFT PIPELINE CORP","HVL","INTRASTATE","TEXAS",,,,,138.2,616,177.5,8.2,,45.8,,985.7
41089.4680092593,2010,20110175,10177,26094,"NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.","Crude Oil","INTRASTATE","LOUISIANA",0,0,0,0,0,0,4.3,0,0,0.3,0,4.6
41089.4680092593,2010,20110174,10176,26094,"NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.","Fuel Grade Ethanol (dedicated system)","INTRASTATE","CALIFORNIA",0,0,0,0,0,0,0,0.4,0,0,0,0.4
41089.4680092593,2010,20110176,10178,26094,"NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","MARYLAND",0,0,0,0,0,8.4,0,0,0,0,0,8.4
41089.4680092593,2010,20110176,10178,26094,"NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","NEW JERSEY",0,0,0,0,0,0,1.5,0,0,0,0,1.5
