"DATAFILE_AS_OF","REPORT_YEAR","REPORT_NUMBER","SUPPLEMENTAL_NUMBER","OPERATOR_ID","PARTA2NAMEOFCOMP","PARTA5COMMODITY","INTER_INTRA","STATE_NAME","PARTIPRE20UNK","PARTI192029","PARTI193039","PARTI194049","PARTI195059","PARTI196069","PARTI197079","PARTI198089","PARTI199099","PARTI200009","PARTI201019","PARTITOTAL"
41089.4680092593,2010,20110176,10178,26094,"NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","NEW MEXICO",0,0,0,0,0,68.3,0,0,0,0,0,68.3
41089.4680092593,2010,20110176,10178,26094,"NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","NEW YORK",0,0,0,0,0,0,0.1,0,0,0,0,0.1
41089.4680092593,2010,20110176,10178,26094,"NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","TEXAS",0,0,0,0,0,4.6,0,0,0,0,0,4.6
41089.4680092593,2010,20110176,10178,26094,"NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","WASHINGTON DC",0,0,0,0,0,2.8,0,0,0,0,0,2.8
41089.4680092593,2010,20110176,10178,26094,"NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","CALIFORNIA",0,0,0,0,0,0,0,3.1,2.1,0,0,5.2
41089.4680092593,2010,20110176,10178,26094,"NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","GEORGIA",9.5,0,0,0,0,0,0.7,0,1,0.4,0,11.6
41089.4680092593,2010,20110176,10178,26094,"NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","MARYLAND",0,0,0,0,0,0,0.1,0,0,0,0,0.1
41089.4680092593,2010,20110176,10178,26094,"NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","NEW JERSEY",0,0,0,0,0,0,0,1.2,0,4.2,0,5.4
41089.4680092593,2010,20110176,10178,26094,"NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","OREGON",0,0,0,0,0,0.4,0.3,0,0,0,0,0.7
41089.4680092593,2010,20110176,10178,26094,"NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","VIRGINIA",7.2,0,0,0,0,0,0,0,2,0,0,9.2
41089.4680092593,2010,20110005,10005,26099,"TAMPA BAY PIPELINE CO.","HVL","INTRASTATE","FLORIDA",,0,0,0,0,0,0,49.02,31.51,1.19,19.38,101.1
41089.4680092593,2010,20110097,10098,26103,"TEXAS EASTMAN DIVISION, EASTMAN CHEMICAL CO","HVL","INTRASTATE","TEXAS",,,,,,252.2,,218.3,,,,470.5
41089.4680092593,2010,20110146,10465,26111,"UNITED REFINING CO","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","NEW YORK",,,,,1.848,,,,0.002,,,1.85
41089.4680092593,2010,20110213,10215,26112,"VALERO REFINING-TEXAS L.P.","Crude Oil","INTRASTATE","TEXAS",,,,,1.26,,,,,,,1.26
41089.4680092593,2010,20110215,10217,26112,"VALERO REFINING-TEXAS L.P.","HVL","INTRASTATE","TEXAS",,,,,2.49,,,7.21,1.75,3.46,,14.91
41089.4680092593,2010,20110214,10216,26112,"VALERO REFINING-TEXAS L.P.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",,,,,,1.83,3,7.11,5.41,17.63,,34.98
41089.4680092593,2010,20110377,10396,26120,"COLLINS PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","LOUISIANA",0,0,0,0,0,0,47.33,0.08,0,0.6,0,48.01
41089.4680092593,2010,20110377,10396,26120,"COLLINS PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","MISSISSIPPI",,,,,,,79.99,,,,,79.99
41089.4680092593,2010,20110310,10320,26125,"CALNEV PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","CALIFORNIA",,,,,,186.16,184.33,6.95,1,8.88,1,388.32
41089.4680092593,2010,20110310,10320,26125,"CALNEV PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","NEVADA",,,,,,54.65,43.6,0.47,11.13,5.99,,115.84
41089.4680092593,2010,20110310,10320,26125,"CALNEV PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","CALIFORNIA",,,,,,2.88,2.37,54.09,3.11,3.51,,65.96
41089.4680092593,2010,20110310,10320,26125,"CALNEV PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","NEVADA",,,,,,0.62,,,,,,0.62
41089.4680092593,2010,20110409,10432,26134,"EXXONMOBIL OIL CORP - WEST COAST","Crude Oil","INTRASTATE","CALIFORNIA",43,34,47,2,45,31,68,61,133,30,0,494
41089.4680092593,2010,20110384,10403,26134,"EXXONMOBIL OIL CORP - WEST COAST","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","CALIFORNIA",5,35,3,7,25,46,45,9,4,8,0,187
41089.4680092593,2010,20110191,10193,26149,"ALYESKA PIPELINE SERVICE CO","Crude Oil","INTERSTATE","ALASKA",,,,,,,792,,8,,,800
41089.4680092593,2010,20110099,10100,26302,"MUSTANG PIPELINE CO","HVL","INTRASTATE","TEXAS",,,,,,,,89,,,,89
41089.4680092593,2010,20110116,10117,26303,"UNOCAL PIPELINE CO - EASTERN REGION","Crude Oil","INTRASTATE","TEXAS",,49.1,,,,9.7,,,1.9,,,60.7
41089.4680092593,2010,20110449,10486,26330,"ENOGEX LLC","HVL","INTRASTATE","OKLAHOMA",0,0,0,0,0,0,0,4.5,0,0,0,4.5
41089.4680092593,2010,20110394,10417,30005,"MOBIL PACIFIC PIPELINE CO","Crude Oil","INTRASTATE","CALIFORNIA",0,0,1,1,2,2,7,3,1,3,0,20
41089.4680092593,2010,20110393,10416,30005,"MOBIL PACIFIC PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","CALIFORNIA",0,0.9,1.5,0.5,0.95,1.55,0.1,0,3,2,0,10.5
41089.4680092593,2010,20120063,11092,30029,"BREITBURN OPERATING L.P.","Crude Oil","INTRASTATE","CALIFORNIA",,,,,,0.28,,,,,,0.28
41089.4680092593,2010,20120060,11088,30544,"OCCIDENTAL CHEMICAL CORP","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","LOUISIANA",,,,,27.81,,,,,,,27.81
41089.4680092593,2010,20120060,11088,30544,"OCCIDENTAL CHEMICAL CORP","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","TEXAS",,,,,5.06,,,,,,,5.06
41089.4680092593,2010,20110156,10158,30626,"TARGA NGL PIPE LINE CO","HVL","INTERSTATE","LOUISIANA",,,,22.03,,,,,,,,22.03
41089.4680092593,2010,20110156,10158,30626,"TARGA NGL PIPE LINE CO","HVL","INTERSTATE","TEXAS",,,,42.17,33.83,,7.53,,0.64,0.23,,84.4
41089.4680092593,2010,20110411,10716,30657,"BRAVO PIPELINE COMPANY","CO2","INTERSTATE","COLORADO",,,,,,,,89,,,,89
41089.4680092593,2010,20110411,10716,30657,"BRAVO PIPELINE COMPANY","CO2","INTERSTATE","NEW MEXICO",,,,,,,,349,,,,349
41089.4680092593,2010,20110411,10716,30657,"BRAVO PIPELINE COMPANY","CO2","INTERSTATE","TEXAS",,,,,,,,189,206,,,395
41089.4680092593,2010,20110411,10716,30657,"BRAVO PIPELINE COMPANY","CO2","INTRASTATE","TEXAS",0,0,0,0,0,0,0,0,2.7,0,0,2.7
41089.4680092593,2010,20110271,10277,30658,"KERN OIL & REFINING CO.","Crude Oil","INTRASTATE","CALIFORNIA",0,0,0,8.06,0,0,0,2.81,1.19,6.5,0,18.56
41089.4680092593,2010,20110307,10317,30666,"ENMARK ENERGY, INC","CO2","INTRASTATE","MISSISSIPPI",,,,,,,5,16,,18,,39
41089.4680092593,2010,20110019,10019,30683,"WESTLAKE PETROCHEMICALS LLC","HVL","INTRASTATE","LOUISIANA",,0,0,0,0,0,0,0,0,13.921,3.529,17.45
41089.4680092593,2010,20110153,10155,30683,"WESTLAKE PETROCHEMICALS LLC","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","LOUISIANA",,,0,0,0,0,0,0,0,6.835,0,6.835
41089.4680092593,2010,20110154,10156,30709,"HUNTSMAN PETROCHEMICAL LLC","HVL","INTRASTATE","TEXAS",,,,0.96,,,,0.17,,,,1.13
41089.4680092593,2010,20110341,10353,30709,"HUNTSMAN PETROCHEMICAL LLC","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",0,0,0,7.5,0.16,0.98,0,6.6,0.67,0,0,15.91
41089.4680092593,2010,20110220,10223,30735,"TESORO ALASKA PIPELINE COMPANY","Crude Oil","INTRASTATE","ALASKA",0,0,0,0,0,21.9,0,0,0,0,0,21.9
41089.4680092593,2010,20110225,10228,30735,"TESORO ALASKA PIPELINE COMPANY","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","ALASKA",0,0,0,0,0,0,68.3,0,0.5,0.4,0,69.2
41089.4680092593,2010,20110025,10025,30755,"CITGO PRODUCTS PIPELINE CO","Crude Oil","INTERSTATE","LOUISIANA",,0,0,0,0,22,0,0,0,0,0,22
41089.4680092593,2010,20110025,10025,30755,"CITGO PRODUCTS PIPELINE CO","Crude Oil","INTERSTATE","TEXAS",,0,0,0,0.7,42,0,0,0,0,0,42.7
41089.4680092593,2010,20110024,10024,30755,"CITGO PRODUCTS PIPELINE CO","HVL","INTERSTATE","LOUISIANA",,,,,,,,,,23,,23
41089.4680092593,2010,20110024,10024,30755,"CITGO PRODUCTS PIPELINE CO","HVL","INTERSTATE","TEXAS",,,,,,,,41,,46,,87
41089.4680092593,2010,20110026,10026,30755,"CITGO PRODUCTS PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",,,,,236,,,,,,,236
41089.4680092593,2010,20110221,10224,30777,"Motiva Enterprises LLC","Crude Oil","INTRASTATE","TEXAS",0,0,0,0,0,0,3,0,0,0,0,3
41089.4680092593,2010,20110127,10247,30777,"Motiva Enterprises LLC Convent Refinery","HVL","INTRASTATE","LOUISIANA",,,,,,21,,,,,,21
41089.4680092593,2010,20110127,10247,30777,"Motiva Enterprises LLC Convent Refinery","HVL","INTRASTATE","TEXAS",0,0,0,0,37,0,0,0,0,0,0,37
41089.4680092593,2010,20110229,10281,30777,"MOTIVA ENTERPRISE LLC","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",0,2,23,8,16,0,1,6,0,3,0,59
41089.4680092593,2010,20110229,10281,30777,"MOTIVA ENTERPRISE LLC","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","VIRGINIA",1,,,,,,,,,,,1
41089.4680092593,2010,20110193,10221,30781,"OLYMPIC PIPE LINE COMPANY","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","OREGON",0,0,0,0,0,15,0,0,0,0,0,15
41089.4680092593,2010,20110193,10221,30781,"OLYMPIC PIPE LINE COMPANY","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","WASHINGTON",0,0,0,0,0,257,84,0,9,2,0,352
41089.4680092593,2010,20110193,10221,30781,"OLYMPIC PIPE LINE COMPANY","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","WASHINGTON",0,0,0,0,0,33,5,2,1,0,0,41
41089.4680092593,2010,20110420,10445,30782,"HARVEST PIPELINE COMPANY","Crude Oil","INTRASTATE","LOUISIANA",,,,,,13.425,,,,4.266,,17.691
41089.4680092593,2010,20110420,10445,30782,"HARVEST PIPELINE COMPANY","Crude Oil","INTRASTATE","TEXAS",1.33,,,,,0.57,0.71,,138.66,0.23,,141.5
41089.4680092593,2010,20110139,10140,30792,"LAMAR OIL & GAS","Crude Oil","INTRASTATE","TEXAS",0.8,0,0,0,0,0,0,0,0,5,0,5.8
41089.4680092593,2010,20110270,10276,30826,"WILLIAMS FIELD SERVICES","HVL","INTRASTATE","COLORADO",,,,,,,,,26,,10,36
41089.4680092593,2010,20110286,10459,30829,"ENTERPRISE CRUDE PIPELINE LLC","Crude Oil","INTERSTATE","NEW MEXICO",0,0,5.332,0,0,0,0,5.783,0.057,0,0,11.172
41089.4680092593,2010,20110286,10459,30829,"ENTERPRISE CRUDE PIPELINE LLC","Crude Oil","INTERSTATE","OKLAHOMA",16.126,12.082,29.494,1.098,14.418,0.123,142.275,0.516,9.61,36.519,0,262.261
41089.4680092593,2010,20110286,10459,30829,"ENTERPRISE CRUDE PIPELINE LLC","Crude Oil","INTERSTATE","TEXAS",59.417,0,141.872,48.873,132.734,32.792,357.629,77.53,22.882,64.933,0.032,938.694
41089.4680092593,2010,20110286,10459,30829,"ENTERPRISE CRUDE PIPELINE LLC","Crude Oil","INTRASTATE","NEW MEXICO",0,0,0,0,0,0,0,0,0,26.243,0,26.243
41089.4680092593,2010,20110286,10459,30829,"ENTERPRISE CRUDE PIPELINE LLC","Crude Oil","INTRASTATE","OKLAHOMA",9.779,25.468,0,0,17.415,0,13.561,0.029,6.088,58.971,0,131.311
41089.4680092593,2010,20110286,10459,30829,"ENTERPRISE CRUDE PIPELINE LLC","Crude Oil","INTRASTATE","TEXAS",35.089,249.25,158.103,53.591,382.848,122.331,210.129,39.417,32.557,59.116,196.044,1538.475
41089.4680092593,2010,20110178,10180,30834,"TIDELANDS OIL PRODUCTION COMPANY","Crude Oil","INTRASTATE","CALIFORNIA",0.276,,,,0.712,0.174,,0.383,0.585,0.158,,2.288
41089.4680092593,2010,20110014,11084,30901,"AIRCRAFT SERVICES INTERNATIONAL GROUP (ASIG)","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","ALASKA",,,,,,,,,,7.1,,7.1
41089.4680092593,2010,20110364,10382,30909,"TRANSMONTAIGNE OPERATING COMPANY L.P.","HVL","INTERSTATE","TEXAS",,,,,,,,,17,,,17
41089.4680092593,2010,20110155,11514,30909,"TRANSMONTAIGNE OPERATING COMPANY L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","ARKANSAS",,,,,,,,11,,,,11
41089.4680092593,2010,20110155,11514,30909,"TRANSMONTAIGNE OPERATING COMPANY L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","MISSOURI",,,,,,,,,56,,,56
41089.4680092593,2010,20110155,11514,30909,"TRANSMONTAIGNE OPERATING COMPANY L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","TEXAS",,,,,,,,,,18,,18
41089.4680092593,2010,20110155,11514,30909,"TRANSMONTAIGNE OPERATING COMPANY L.P.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","MISSISSIPPI",,,,,34,,,,,,,34
41089.4680092593,2010,20110155,11514,30909,"TRANSMONTAIGNE OPERATING COMPANY L.P.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","VIRGINIA",,,,,,,,,1,,,1
41089.4680092593,2010,20110269,10275,30940,"WILLIAMS ENERGY, LLC","HVL","INTRASTATE","LOUISIANA",,,,,,17,,,,6,,23
41089.4680092593,2010,20110282,10291,30959,"THE DOW CHEMICAL COMPANY","HVL","INTRASTATE","TEXAS",0,0,0,1.35,0,17.98,11.61,17.68,24.79,5.25,0,78.66
41089.4680092593,2010,20110281,10290,30959,"THE DOW CHEMICAL COMPANY","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",0,0,0,0,0,3.78,13.58,21.09,0,12.79,1.4,52.64
41089.4680092593,2010,20110325,10337,30968,"BEARTOOTH PIPELINE","Crude Oil","INTERSTATE","MONTANA",,,,,,,,,69.42,,,69.42
41089.4680092593,2010,20110325,10337,30968,"BEARTOOTH PIPELINE","Crude Oil","INTERSTATE","WYOMING",,,,,,,,,6.42,,,6.42
41089.4680092593,2010,20110395,10418,30969,"MAIN PASS OIL GATHERING SYSTEM","Crude Oil","INTERSTATE","OCS-Gulf of Mexico",0,0,0,0,0,0,0,0,96,1,0,97
41089.4680092593,2010,20110011,10011,31023,"CITGO REFINING & CHEMICAL CO. L.P.","Crude Oil","INTRASTATE","TEXAS",,,,,,,,4.6,,,,4.6
41089.4680092593,2010,20110013,10013,31023,"CITGO REFINING & CHEMICAL CO. L.P.","HVL","INTRASTATE","TEXAS",,0.7,,,,,,0.4,8.8,,,9.9
41089.4680092593,2010,20110012,10012,31023,"CITGO REFINING & CHEMICAL CO. L.P.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",,10.9,,,,,,6.6,29.5,,0,47
41089.4680092593,2010,20110425,10450,31045,"GENESIS PIPELINE USA, L.P.","Crude Oil","INTERSTATE","ALABAMA",0,0,0,0,0,0,46.73,5.24,51.01,6.62,0,109.6
41089.4680092593,2010,20110425,10450,31045,"GENESIS PIPELINE USA, L.P.","Crude Oil","INTERSTATE","FLORIDA",0,0,0,0,0,0,43.09,0.38,2.98,0,0,46.45
41089.4680092593,2010,20110425,10450,31045,"GENESIS PIPELINE USA, L.P.","Crude Oil","INTRASTATE","MISSISSIPPI",0.89,0,0,81.77,80.15,40.81,1.35,0,0,15.27,0,220.24
41089.4680092593,2010,20110008,10475,31049,"MCCHORD PIPELINE CO.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","WASHINGTON",,,,,,13,,,1,,,14
41089.4680092593,2010,20110029,10029,31051,"TIDEWATER, INC","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","WASHINGTON",,,,,,,,,1.77,,1.014,2.784
41089.4680092593,2010,20110180,10182,31056,"ASIG - HONOLULU","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","HAWAII",,,,,1,3,2,,,,,6
41089.4680092593,2010,20110346,10358,31057,"HECO - HAWAIIAN ELECTRIC COMPANY, INC.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","HAWAII",0,0,0,0,0,0.94,0,0,0.11,0.08,0,1.13
41089.4680092593,2010,20110073,10074,31059,"BASF CORPORATION","HVL","INTRASTATE","TEXAS",,,,,,0.76,0.24,7.24,0.34,0.12,,8.7
41089.4680092593,2010,20110320,10332,31067,"AERA ENERGY LLC","Crude Oil","INTRASTATE","CALIFORNIA",,,,,,,,0.3,,,,0.3
41089.4680092593,2010,20110451,10492,31083,"HELCO-HAWAII ELECTRIC LIGHT COMPANY, INC.","Crude Oil","INTERSTATE","HAWAII",0,0,0,0,0.62,1.42,0.44,0,0,0.02,0,2.5
41089.4680092593,2010,20110166,10168,31130,"DCP MIDSTREAM","HVL","INTERSTATE","COLORADO",52.85,0,0,0,0,0,175.2,0,76.4,0.77,9.13,314.35
41089.4680092593,2010,20110166,10168,31130,"DCP MIDSTREAM","HVL","INTERSTATE","KANSAS",,,,,,,,208.12,0.02,0.05,0.12,208.31
41089.4680092593,2010,20110166,10168,31130,"DCP MIDSTREAM","HVL","INTERSTATE","LOUISIANA",,,,,,128.98,,0.07,46.47,0.03,,175.55
41089.4680092593,2010,20110166,10168,31130,"DCP MIDSTREAM","HVL","INTERSTATE","TEXAS",0,0,0,0,0,119.9,5.43,0,11.21,0.01,0,136.55
41089.4680092593,2010,20110166,10168,31130,"DCP MIDSTREAM","HVL","INTRASTATE","COLORADO",21.69,0,0,0,0,0,0,7.75,0,0.27,0,29.71
41089.4680092593,2010,20110166,10168,31130,"DCP MIDSTREAM","HVL","INTRASTATE","LOUISIANA",3.77,0,0,0,0,0,0,0,6.53,0.01,0,10.31
41089.4680092593,2010,20110166,10168,31130,"DCP MIDSTREAM","HVL","INTRASTATE","NEW MEXICO",19.12,0,0,0,0,0,0,0,46.02,0.69,0,65.83
41089.4680092593,2010,20110166,10168,31130,"DCP MIDSTREAM","HVL","INTRASTATE","OKLAHOMA",,,,,,,,20.34,,0.06,,20.4
41089.4680092593,2010,20110166,10168,31130,"DCP MIDSTREAM","HVL","INTRASTATE","TEXAS",0,0,0,16.36,1.76,12.11,24.43,16.18,63.87,132.75,0,267.46
41089.4680092593,2010,20110167,10169,31130,"DCP MIDSTREAM","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","NEW MEXICO",,,,,,,,,,,0.8,0.8
41089.4680092593,2010,20110167,10169,31130,"DCP MIDSTREAM","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",,,,,,,,,8.48,0.25,,8.73
41089.4680092593,2010,20110018,10018,31135,"PETRO-DIAMOND TERMINAL COMPANY","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","CALIFORNIA",,0,0,0,0,0,0.36,0.199,0.609,0.254,0.037,1.459
41089.4680092593,2010,20110033,10479,31136,"WICKLAND OIL COMPANY","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","CALIFORNIA",,0,0,0,0,0,0,0,0,10,2,12
41089.4680092593,2010,20110380,10399,31166,"MUSTANG PIPE LINE PARTNERS","Crude Oil","INTERSTATE","ILLINOIS",0,0,0,180,28,0.4,0.2,0,0,0.4,0,209
41089.4680092593,2010,20110379,10398,31167,"MOEM PIPELINE LLC","Crude Oil","INTERSTATE","LOUISIANA",0,0,0,0,0,0,63.71,0,0,0,0.71,64.42
41089.4680092593,2010,20110347,10359,31174,"SHELL PIPELINE CO., L.P.","Crude Oil","INTERSTATE","ILLINOIS",,0,0,0,0,0,111.2,2,0,0,0,113.2
41089.4680092593,2010,20110347,10359,31174,"SHELL PIPELINE CO., L.P.","Crude Oil","INTERSTATE","KENTUCKY",,,0,0,0,0,51.1,0,0,0,0,51.1
41089.4680092593,2010,20110347,10359,31174,"SHELL PIPELINE CO., L.P.","Crude Oil","INTERSTATE","LOUISIANA",,0,0,0,105.9,267.7,193.2,137.9,75.3,116,8.1,904.1
41089.4680092593,2010,20110347,10359,31174,"SHELL PIPELINE CO., L.P.","Crude Oil","INTERSTATE","MISSISSIPPI",,0,0,0,0,0,288.8,0,0,0,0,288.8
41089.4680092593,2010,20110347,10359,31174,"SHELL PIPELINE CO., L.P.","Crude Oil","INTERSTATE","OCS-Gulf of Mexico",,0,0,0,0,0,138.9,235,104.9,653,252.6,1384.4
41089.4680092593,2010,20110347,10359,31174,"SHELL PIPELINE CO., L.P.","Crude Oil","INTERSTATE","TENNESSEE",,0,0,0,0,0,110.2,0,0,0,0,110.2
41089.4680092593,2010,20110347,10359,31174,"SHELL PIPELINE CO., L.P.","Crude Oil","INTERSTATE","TEXAS",,,0,0,124.4,15.7,0,0,0,12.3,0,152.4
41089.4680092593,2010,20110347,10359,31174,"SHELL PIPELINE CO., L.P.","Crude Oil","INTRASTATE","CALIFORNIA",,0,0,13.2,0,67.1,310.6,33.2,198,32.1,14.6,668.8
41089.4680092593,2010,20110347,10359,31174,"SHELL PIPELINE CO., L.P.","Crude Oil","INTRASTATE","ILLINOIS",,0,0,0,0,0,0,0.1,0,0,0,0.1
41089.4680092593,2010,20110347,10359,31174,"SHELL PIPELINE CO., L.P.","Crude Oil","INTRASTATE","LOUISIANA",,0,0,0,0,0,0,0,1.3,2.1,1,4.4
41089.4680092593,2010,20110347,10359,31174,"SHELL PIPELINE CO., L.P.","Crude Oil","INTRASTATE","OCS-Gulf of Mexico",0,0,0,0,0,0,0,0,0,0,0,0
41089.4680092593,2010,20110347,10359,31174,"SHELL PIPELINE CO., L.P.","Crude Oil","INTRASTATE","TEXAS",0,8,0,23,0.2,0,0,0,3,0,0,34.2
41089.4680092593,2010,20110349,10361,31174,"SHELL PIPELINE CO., L.P.","Fuel Grade Ethanol (dedicated system)","INTRASTATE","CALIFORNIA",0,0,0,0,0,0,11.7,0,3,0,0,14.7
41089.4680092593,2010,20110350,10362,31174,"SHELL PIPELINE CO., L.P.","HVL","INTERSTATE","LOUISIANA",0,0,0,0,0,49.6,237.2,20.7,18.8,4.4,0,330.7
41089.4680092593,2010,20110350,10362,31174,"SHELL PIPELINE CO., L.P.","HVL","INTERSTATE","TEXAS",0,0,0,1.9,0.5,15.1,171.2,9.7,0.2,7.7,0,206.3
41089.4680092593,2010,20110350,10362,31174,"SHELL PIPELINE CO., L.P.","HVL","INTRASTATE","LOUISIANA",0,0,0,0,0,27.5,28.6,0,0,0,0,56.1
41089.4680092593,2010,20110348,10443,31174,"SHELL PIPELINE CO., L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","CALIFORNIA",0,0,0,0,0,0,1.1,0,0,0,0,1.1
41089.4680092593,2010,20110348,10443,31174,"SHELL PIPELINE CO., L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","ILLINOIS",0,0,0,0,5.5,0,0,0,0,0,0,5.5
41089.4680092593,2010,20110348,10443,31174,"SHELL PIPELINE CO., L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","LOUISIANA",0,0,0,0,65.2,53.9,0,0,0,93.9,0,213
41089.4680092593,2010,20110348,10443,31174,"SHELL PIPELINE CO., L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","OREGON",0,0,0,0,0,0,0,0,0,0,0,0
41089.4680092593,2010,20110348,10443,31174,"SHELL PIPELINE CO., L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","TEXAS",,0,9.7,0,5.9,13.7,4.2,6.6,15.3,11,1.5,67.9
41089.4680092593,2010,20110348,10443,31174,"SHELL PIPELINE CO., L.P.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","CALIFORNIA",0,13.3,0,0,41.9,80.2,49.4,0,17.4,0,0,202.2
41089.4680092593,2010,20110348,10443,31174,"SHELL PIPELINE CO., L.P.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","LOUISIANA",,0,0,0,0,0,0,10.6,0,20.1,0,30.7
41089.4680092593,2010,20110348,10443,31174,"SHELL PIPELINE CO., L.P.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",,0,0,0,1.7,2.2,2.6,0,20.8,2.6,3.5,33.4
41089.4680092593,2010,20110348,10443,31174,"SHELL PIPELINE CO., L.P.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","WISCONSIN",,0,0,0,0,0,0,2,0,0,0,2
41089.4680092593,2010,20110439,10471,31178,"XTO ENERGY INC","CO2","INTRASTATE","TEXAS",,,,,,,,1,,1,,2
41089.4680092593,2010,20110437,10706,31178,"XTO ENERGY INC","Crude Oil","INTRASTATE","ALASKA",,,,,,9,,,,,,9
41089.4680092593,2010,20110438,10470,31178,"XTO ENERGY INC","HVL","INTRASTATE","LOUISIANA",,,,,,,,,11,,,11
41089.4680092593,2010,20110438,10470,31178,"XTO ENERGY INC","HVL","INTRASTATE","TEXAS",,,,,,,,3,,,,3
41089.4680092593,2010,20110197,10199,31189,"BP PIPELINE (NORTH AMERICA) INC.","Crude Oil","INTERSTATE","ILLINOIS",0,0,0,26,255,235,0,0,7,0,0,523
41089.4680092593,2010,20110197,10199,31189,"BP PIPELINE (NORTH AMERICA) INC.","Crude Oil","INTERSTATE","INDIANA",0,0,0,11,26,0,1,1,1,1,0,41
41089.4680092593,2010,20110197,10199,31189,"BP PIPELINE (NORTH AMERICA) INC.","Crude Oil","INTERSTATE","IOWA",0,0,0,0,16,0,0,0,0,0,0,16
41089.4680092593,2010,20110197,10199,31189,"BP PIPELINE (NORTH AMERICA) INC.","Crude Oil","INTERSTATE","KANSAS",0,0,0,123,8,0,0,0,1,0,0,132
41089.4680092593,2010,20110197,10199,31189,"BP PIPELINE (NORTH AMERICA) INC.","Crude Oil","INTERSTATE","LOUISIANA",0,0,0,0,0,0,0,0,0,35,0,35
